ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY
904614,105,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904614,106,Pedestrian,55 to 59,4,NULL,North,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904441,107,Passenger,55 to 59,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
904441,108,Driver,65 to 69,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Lost control,Fatigue,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
905909,109,Driver,unknown,1,NULL,East,"Automobile, Station Wagon",Unknown,Speed too Fast For Condition,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
905909,110,Pedestrian,30 to 34,4,NULL,North,Other,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
901382,111,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901382,112,Driver,55 to 59,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
901382,113,Driver,55 to 59,1,NULL,West,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906284,114,Driver,65 to 69,4,NULL,North,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
906284,115,Passenger,30 to 34,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
906284,116,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
906284,117,Driver,35 to 39,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
904596,118,Motorcycle Driver,25 to 29,4,NULL,East,Motorcycle,Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
904596,119,Driver,15 to 19,1,NULL,East,"Automobile, Station Wagon",Slowing or Stopping,Following too Close,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
905154,120,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
905154,121,Driver,45 to 49,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
905154,122,Driver,50 to 54,4,NULL,South,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
911757,123,Motorcycle Driver,25 to 29,4,NULL,South,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
911757,124,Driver,25 to 29,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
902180,125,Pedestrian,80 to 84,4,NULL,East,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,Running onto Roadway,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
902180,126,Driver,80 to 84,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
891993,403,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905024,127,Driver,15 to 19,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905024,128,Pedestrian,55 to 59,4,NULL,North,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905249,129,Driver,45 to 49,1,NULL,East,"Automobile, Station Wagon",Turning Left,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905249,130,Pedestrian,55 to 59,4,NULL,East,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,"Crossing, no Traffic Control",Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
903786,131,Driver,unknown,1,NULL,West,"Automobile, Station Wagon",Unknown,Other,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
903786,132,Pedestrian,35 to 39,4,NULL,NULL,Other,NULL,NULL,NULL,Other / Undefined,Other,Had Been Drinking,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
911540,226,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
909657,133,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
909657,134,Driver,20 to 24,1,NULL,West,"Automobile, Station Wagon",Changing Lanes,Exceeding Speed Limit,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
909657,135,Driver,30 to 34,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
909657,136,Pedestrian,25 to 29,4,NULL,NULL,Other,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
909657,137,Other Property Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL
906225,138,Driver,50 to 54,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1092885,4635,Vehicle Owner,unknown,1,NULL,NULL,Other,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
906225,139,Pedestrian,15 to 19,4,NULL,South,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
919534,140,Driver,75 to 79,1,NULL,West,"Automobile, Station Wagon",Overtaking,Improper Passing,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
919534,141,Cyclist,70 to 74,4,NULL,West,Bicycle,Overtaking,NULL,NULL,NULL,NULL,NULL,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Passing,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
903449,142,Driver,30 to 34,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
903449,143,Pedestrian,0 to 4,2,NULL,North,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,Running onto Roadway,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
916560,144,Driver,65 to 69,4,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
916560,145,Passenger,40 to 44,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
916560,146,Driver,25 to 29,4,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
916560,147,Other Property Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
903914,148,Passenger,15 to 19,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
903914,149,Passenger,25 to 29,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
903914,150,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
903914,151,Driver,20 to 24,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
903914,152,Pedestrian,20 to 24,4,NULL,East,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,Crossing without right of way,Had Been Drinking,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,NULL,NULL
907762,153,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907762,154,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907762,155,Driver,15 to 19,4,NULL,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
907762,156,Driver,45 to 49,1,NULL,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
904456,157,Driver,40 to 44,1,NULL,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
884756,697,Passenger,10 to 14,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
904456,158,Pedestrian,40 to 44,2,NULL,West,Other,NULL,NULL,NULL,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
907900,159,Driver,45 to 49,3,NULL,North,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
907900,160,Driver,20 to 24,4,NULL,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
912231,161,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912231,162,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Parked,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
912231,163,Cyclist,25 to 29,4,NULL,West,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist struck opened vehicle door,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917581,164,Pedestrian,45 to 49,4,NULL,East,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Had Been Drinking,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
917581,165,Cyclist,40 to 44,1,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist strikes pedestrian.,Disobeyed Traffic Control,Normal,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905457,166,Cyclist,40 to 44,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Had Been Drinking,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
908702,167,Passenger,10 to 14,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,Yes,NULL
908702,168,Passenger,20 to 24,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,Yes,NULL
908702,169,Other Property Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,Yes,NULL
908702,170,Other Property Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,Yes,NULL
908702,171,Driver,25 to 29,3,NULL,South,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,"Ability Impaired, Alcohol Over .08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL,Yes,NULL
905408,172,Passenger,20 to 24,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905408,173,Passenger,20 to 24,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905408,174,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905408,175,Driver,20 to 24,3,NULL,South,"Automobile, Station Wagon",Turning Left,Lost control,"Ability Impaired, Alcohol Over .08",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905408,176,Other Property Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
905456,177,Driver,40 to 44,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905456,178,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905456,179,Driver,40 to 44,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905456,180,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905456,181,Driver,45 to 49,4,NULL,South,"Automobile, Station Wagon",Turning Right,Lost control,"Ability Impaired, Drugs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
905456,182,Driver,35 to 39,1,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
908832,183,Passenger,unknown,5,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
908832,184,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
908832,185,Driver,30 to 34,4,NULL,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
908832,186,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
908832,187,Driver,20 to 24,5,NULL,North,Other,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
905761,188,Motorcycle Driver,25 to 29,2,NULL,East,Motorcycle,Going Ahead,Lost control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
909606,189,Passenger,15 to 19,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,Yes,NULL
909606,190,Passenger,15 to 19,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,Yes,NULL
909606,191,Passenger,15 to 19,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,Yes,NULL
909606,192,Driver,20 to 24,4,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,Yes,NULL
909606,193,Driver,25 to 29,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,"Ability Impaired, Alcohol",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,Yes,NULL
906207,194,Driver,35 to 39,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906207,195,Pedestrian,50 to 54,2,NULL,East,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
906410,196,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
906410,197,Driver,20 to 24,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
906410,198,Pedestrian,75 to 79,4,NULL,South,Other,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
906526,199,Driver,45 to 49,4,NULL,South,"Automobile, Station Wagon",Slowing or Stopping,Lost control,Medical or Physical Disability,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes
906553,200,Vehicle Owner,unknown,1,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
906553,201,Passenger,20 to 24,3,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,Yes,NULL
913296,202,Passenger,15 to 19,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
920927,203,Pedestrian,25 to 29,4,NULL,NULL,Other,NULL,NULL,NULL,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
911336,204,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
911336,205,Driver,45 to 49,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
920998,206,Driver,65 to 69,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
911336,207,Cyclist,30 to 34,4,NULL,East,Bicycle,Turning Right,NULL,NULL,NULL,NULL,NULL,Cyclist turns right across motorists path,Failed to Yield Right of Way,Inattentive,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
