ACCNUM,INVTYPE,INVAGE,INJURY_ID,VEHTYPE,SPEEDING,REDLIGHT,ALCOHOL,YEAR,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS_ID,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,Longitude,Latitude,Month,Day_of_Week
886573,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2006,2006-01-14,2058,20,EGLINTON AVE W,BRAEMAR AVE,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4095,43.7043,January,Saturday
886747,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2006,2006-01-17,2200,22,LAWRENCE AVE E,COLLINSGROVE RD,3.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.1827,43.7691,January,Tuesday
887039,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-01-17,1940,19,SHEPPARD AVE W,SENLAC RD,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4225,43.7589,January,Tuesday
887237,Vehicle Owner,unknown,,Other,Yes,,,2006,2006-01-27,2046,20,BLOOR ST W,CHRISTIE ST,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4183,43.6635,January,Friday
887427,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2006,2006-02-07,1330,13,JANE ST,BRADLEY AVE,1.0,Mid-Block,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4903,43.6637,February,Tuesday
887568,Other Property Owner,unknown,,,,Yes,,2006,2006-01-08,1507,15,PARLIAMENT ST,FRONT ST E,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.3626,43.6514,January,Sunday
887637,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2006,2006-02-08,1500,15,CARLINGVIEW DR,DIXON RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5955,43.6867,February,Wednesday
888108,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-02-12,845,8,840 KENNEDY RD,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.2694,43.7359,February,Sunday
888231,Pedestrian,55 to 59,4.0,Other,,,,2006,2006-02-13,925,9,GLENBURN AVE,TIAGO AVE,4.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3003,43.7125,February,Monday
888497,Pedestrian,70 to 74,2.0,Other,,,,2006,2006-02-15,935,9,WESTWOOD AVE,WOODYCREST AVE,4.0,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3446,43.6873,February,Wednesday
888584,Driver,35 to 39,1.0,Pick Up Truck,,,,2020,2020-05-13,945,9,LAWRENCE AVE E,FERN MEADOW RD,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.1712,43.7716,May,Wednesday
888639,Driver,40 to 44,4.0,"Automobile, Station Wagon",Yes,,,2006,2006-02-16,620,6,2443 ISLINGTON AVE,,1.0,Mid-Block,No Control,Snow,Daylight,Slush,Non-Fatal Injury,SMV Other,-79.56,43.7255,February,Thursday
889218,Vehicle Owner,unknown,,Other,,,,2006,2006-02-20,1840,18,NEILSON RD,MCLEVIN AVE,3.0,Mid-Block,No Control,Clear,Dusk,Dry,Fatal,Pedestrian Collisions,-79.2199,43.8081,February,Monday
889323,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-01-29,2130,21,ST CLAIR AVE W,SPADINA RD,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4111,43.6846,January,Sunday
889773,Passenger,50 to 54,4.0,Other,,,,2006,2006-02-02,1421,14,SPADINA AVE,NASSAU ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3991,43.6558,February,Thursday
889954,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2006,2006-02-03,758,7,BIRCHMOUNT RD,L AMOREAUX DR,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.307,43.8006,February,Friday
890013,Pedestrian,65 to 69,4.0,Other,,,,2006,2006-02-03,957,9,ELLESMERE RD,BIRCHMOUNT RD,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.2913,43.7634,February,Friday
890040,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-02-24,837,8,EGLINTON AVE W,RENFORTH DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5876,43.666,February,Friday
890213,Vehicle Owner,unknown,,Other,,,,2006,2006-02-25,1529,15,AVENUE RD,ELGIN AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3953,43.6718,February,Saturday
890220,Passenger,15 to 19,4.0,Other,Yes,,,2006,2006-02-26,430,4,ADELAIDE ST E,EASTERN DIVERSION AVE,1.0,Mid-Block,No Control,Clear,Dark,Loose Snow,Non-Fatal Injury,SMV Other,-79.3551,43.6553,February,Sunday
890325,Passenger,20 to 24,4.0,Other,Yes,,,2006,2006-01-27,2301,23,NORTH YORK BLVD,BEECROFT RD,2.0,Mid-Block,Pedestrian Crossover,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.4142,43.7665,January,Friday
890506,Vehicle Owner,unknown,,Other,Yes,,,2006,2006-02-27,501,5,MARTIN GROVE RD,RACINE RD,1.0,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.5825,43.7171,February,Monday
890516,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2006,2006-02-21,1846,18,BATHURST ST,ALLINGHAM GDNS,1.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4347,43.7405,February,Tuesday
890583,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2006,2006-02-08,745,7,WOODSIDE AVE,RUNNYMEDE RD,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.479,43.6578,February,Wednesday
890767,Driver,55 to 59,4.0,"Automobile, Station Wagon",,,,2006,2006-02-28,1754,17,RENFORTH DR,EGLINTON AVE W,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.5873,43.6666,February,Tuesday
891027,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2006,2006-02-11,1804,18,UNDERHILL DR,CASSANDRA BLVD,2.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3263,43.7527,February,Saturday
891178,Vehicle Owner,unknown,1.0,Other,Yes,Yes,,2006,2006-02-14,520,5,EGLINTON AVE W,BLACK CREEK DR,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Angle,-79.4828,43.6883,February,Tuesday
891189,Vehicle Owner,unknown,1.0,Other,Yes,,,2006,2006-02-12,856,8,PAPE AVE,CANNING AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.346,43.6823,February,Sunday
891641,Vehicle Owner,unknown,,Other,,,,2006,2006-02-16,2159,21,DOVERCOURT RD,NORTHUMBERLAND ST,3.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4297,43.6625,February,Thursday
891993,Vehicle Owner,unknown,,Other,,,Yes,2006,2006-03-06,2222,22,F G GARDINER XY  W,PARK LAWN RD,,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Sideswipe,-79.4814,43.6277,March,Monday
892432,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-02-28,2334,23,DANFORTH RD,EGLINTON AVE E,1.0,,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2461,43.737,February,Tuesday
892453,Passenger,5 to 9,2.0,Other,,,,2006,2006-03-08,2018,20,F G GARDINER XY E  E,KIPLING AVE,,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Rear End,-79.5203,43.6188,March,Wednesday
892658,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2006,2006-03-11,852,8,BLOOR ST W,DUNDAS ST W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.4524,43.6563,March,Saturday
892682,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,Yes,2006,2006-03-12,240,2,EGLINTON AVE E,COMMONWEALTH AVE,1.0,Mid-Block,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.2561,43.7349,March,Sunday
892810,Motorcycle Driver,45 to 49,2.0,Motorcycle,,Yes,,2006,2006-03-11,915,9,MORNINGSIDE AVE,SHEPPARD AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,-79.1997,43.8019,March,Saturday
892913,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,Yes,2006,2006-03-12,1903,19,OSSINGTON AVE,DUNDAS ST W,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4207,43.6493,March,Sunday
892999,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-01-17,2350,23,KING EDWARD AVE,BURRELL AVE,4.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3113,43.6904,January,Tuesday
893071,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2006,2006-02-19,1508,15,EGLINTON AVE E,SUTHERLAND DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3671,43.713,February,Sunday
893184,Driver,55 to 59,3.0,"Automobile, Station Wagon",Yes,,Yes,2006,2006-01-01,236,2,WOODBINE AVE,O CONNOR DR,1.0,Intersection,No Control,Clear,Dark,Wet,Non-Fatal Injury,Approaching,-79.3187,43.6995,January,Sunday
893251,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-03-15,1535,15,ISLINGTON AVE,DIXON RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.5466,43.697,March,Wednesday
893365,Passenger,40 to 44,4.0,Other,Yes,,,2006,2006-02-20,607,6,1302 KING ST W,,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.431,43.6382,February,Monday
893520,Vehicle Owner,unknown,1.0,Other,,Yes,,2006,2006-02-23,700,7,DUNDAS ST W,427 C S DUNDAS RAMP S,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.5588,43.628,February,Thursday
893539,Pedestrian,75 to 79,4.0,Other,,,,2006,2006-02-23,1350,13,ARDMORE RD,BATHURST ST,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4225,43.6937,February,Thursday
893580,Vehicle Owner,unknown,,Other,,,,2006,2006-02-27,1955,19,MORNINGSIDE AVE,KINGSTON RD,1.0,Intersection,Traffic Signal,Clear,Dark,Wet,Non-Fatal Injury,Cyclist Collisions,-79.1868,43.7706,February,Monday
893720,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2006,2006-03-18,343,3,WILLOWDALE AVE,MCKEE AVE,3.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Angle,-79.4042,43.7749,March,Saturday
893964,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2006,2006-03-20,755,7,941 PROGRESS AVE,,3.0,Mid-Block,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2317,43.7838,March,Monday
894030,Passenger,20 to 24,5.0,Other,,,,2006,2006-03-20,2100,21,BLACK CREEK DR,LAWRENCE AVE W,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.494,43.7049,March,Monday
894195,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2006,2006-03-01,1110,11,COSBURN AVE,LOGAN AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3527,43.6886,March,Wednesday
894423,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2006,2006-03-22,1435,14,2423 KEELE ST,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,-79.4784,43.7106,March,Wednesday
894467,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2006,2006-02-27,1723,17,QUEEN ST E,BOULTON AVE,3.0,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3466,43.6595,February,Monday
894735,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2006,2006-03-25,1850,18,910 DUNDAS ST E,,3.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3497,43.6628,March,Saturday
894953,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2006,2006-03-16,1710,17,DUNDAS ST E,PEMBROKE ST,1.0,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3723,43.6581,March,Thursday
895068,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-03-06,1828,18,SOUTH KINGSWAY,RIPLEY AVE,3.0,Mid-Block,No Control,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.475,43.6365,March,Monday
895313,Pedestrian,10 to 14,4.0,,,,,2020,2020-05-14,1149,11,EGLINTON AVE E,CEDAR DR,,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2155,43.7439,May,Thursday
895615,Driver,50 to 54,5.0,"Automobile, Station Wagon",,,,2006,2006-04-01,2344,23,F G GARDINER XY E  E,SPADINA AVE,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.3912,43.6387,April,Saturday
895818,Driver,55 to 59,4.0,"Automobile, Station Wagon",,,,2006,2006-04-02,1717,17,DON MILLS RD,GATEWAY BLVD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.3357,43.713,April,Sunday
895926,Vehicle Owner,unknown,,Other,,,Yes,2006,2006-04-04,230,2,1340 LESLIE ST,,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.3555,43.7327,April,Tuesday
896072,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2006,2006-04-04,1325,13,WALMER RD,HEATH ST W,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4131,43.6865,April,Tuesday
896606,Passenger,55 to 59,4.0,Other,,Yes,,2006,2006-03-16,925,9,BIRCHMOUNT RD,SANWOOD BLVD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3144,43.8162,March,Thursday
897313,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2006,2006-04-12,1813,18,HIGHWAY 27 N  N,HARNESS RD,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.5978,43.7223,April,Wednesday
897335,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-03-17,642,6,SYMINGTON AVE,ANTLER ST,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4504,43.6639,March,Friday
897348,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2006,2006-03-17,1554,15,BLOOR ST W,BATHURST ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4112,43.6651,March,Friday
897350,Driver,40 to 44,1.0,"Automobile, Station Wagon",Yes,,,2006,2006-04-07,1555,15,KINGSTON RD,EGLINTON AVE E,1.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,-79.2095,43.7457,April,Friday
897456,Passenger,25 to 29,4.0,Other,Yes,,,2006,2006-03-19,207,2,ST CLAIR AVE W,BLACKTHORN AVE,1.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.4586,43.6744,March,Sunday
897664,Driver,55 to 59,1.0,Taxi,,,,2006,2006-04-15,2000,20,YONGE ST,BREADALBANE ST,1.0,Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.384,43.6637,April,Saturday
897916,Passenger,5 to 9,3.0,Other,,Yes,,2006,2006-04-18,1930,19,WARDEN AVE,COMSTOCK RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,-79.2849,43.7215,April,Tuesday
898163,Driver,25 to 29,4.0,"Automobile, Station Wagon",,Yes,,2006,2006-03-19,1743,17,STEELES AVE E,WARDEN AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.3243,43.8196,March,Sunday
898340,Vehicle Owner,unknown,,Other,,,,2006,2006-04-20,843,8,AVENUE RD,CORTLEIGH BLVD,1.0,Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,-79.4117,43.713,April,Thursday
898350,Vehicle Owner,unknown,,Other,,,,2006,2006-04-20,2053,20,KEELE ST,FINCH AVE W,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Cyclist Collisions,-79.4909,43.7634,April,Thursday
898555,Passenger,75 to 79,4.0,Other,Yes,,,2006,2006-04-23,950,9,MCCOWAN RD,ELLESMERE RD,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,-79.2514,43.7721,April,Sunday
898778,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-03-25,1139,11,WESTON RD,ROGERS RD,1.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,-79.4779,43.6825,March,Saturday
898801,Passenger,20 to 24,5.0,Other,,,,2006,2006-04-25,119,1,MILNER AVE,AUTO MALL DR,3.0,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,-79.1916,43.7995,April,Tuesday
899004,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-04-25,1630,16,40 STORMONT AVE,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4252,43.7193,April,Tuesday
899126,Driver,35 to 39,4.0,"Automobile, Station Wagon",,,,2006,2006-03-26,1614,16,CALEDONIA RD,NORMAN AVE,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.4557,43.6777,March,Sunday
899369,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2006,2006-03-31,1640,16,BLOOR ST W,CHRISTIE ST,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4176,43.6637,March,Friday
899537,Vehicle Owner,unknown,,Other,Yes,,,2006,2006-04-01,2205,22,JANE ST,EGLINTON AVE W,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,-79.4987,43.6844,April,Saturday
899747,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2006,2006-04-03,1615,16,DUNDAS ST W,BLOOR ST W,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4524,43.6563,April,Monday
899910,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2006,2006-04-06,1540,15,BAY ST,GERRARD ST W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.3848,43.6585,April,Thursday
899914,Driver,15 to 19,1.0,"Automobile, Station Wagon",,,,2006,2006-04-06,1825,18,232 VIEWMOUNT AVE,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4391,43.708,April,Thursday
900010,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-04-08,1150,11,4559 SHEPPARD Aven E,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.2628,43.7887,April,Saturday
900117,Motorcycle Driver,20 to 24,4.0,Motorcycle,,,,2006,2006-04-29,1521,15,DOUGLAS BLVD,LAKE SHORE BLVD W,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.4884,43.6103,April,Saturday
900120,Driver,40 to 44,5.0,"Automobile, Station Wagon",Yes,,,2006,2006-04-29,2136,21,MILLWICK DR,MILVAN DR,2.0,Mid-Block,No Control,Clear,Dark,Dry,Fatal,SMV Other,-79.5595,43.7581,April,Saturday
900159,Driver,55 to 59,2.0,"Automobile, Station Wagon",Yes,,,2006,2006-04-30,857,8,QUEEN ST E,FALLINGBROOK RD,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,SMV Other,-79.2763,43.6753,April,Sunday
900242,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2006,2006-04-10,1744,17,ADELAIDE ST E,FREDERICK ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.3698,43.6518,April,Monday
900284,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2006,2006-04-11,1530,15,EGLINTON AVE W,MARTIN GROVE RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.5631,43.6744,April,Tuesday
900285,Motorcycle Driver,40 to 44,4.0,Motorcycle,,,,2006,2006-04-11,1620,16,KENNEDY RD,PROGRESS AVE,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.2824,43.7698,April,Tuesday
900307,Driver,55 to 59,3.0,"Automobile, Station Wagon",Yes,,,2006,2006-04-11,1853,18,RICHMOND ST E,ONTARIO ST,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.3666,43.6539,April,Tuesday
900756,Pedestrian,70 to 74,2.0,Other,,,,2006,2006-05-03,1032,10,DUNDAS ST W,SHAW ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.4182,43.6498,May,Wednesday
901141,Passenger,65 to 69,3.0,Other,,,,2006,2006-05-06,1830,18,YONGE ST,WILSON AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4066,43.7441,May,Saturday
901382,Vehicle Owner,unknown,1.0,Other,,,,2006,2006-05-08,1950,19,EGLINTON AVE E,FORMAN AVE,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Rear End,-79.3861,43.7091,May,Monday
901809,Driver,45 to 49,4.0,"Automobile, Station Wagon",,,,2006,2006-04-18,10,0,FINCH AVE W,DRIFTWOOD AVE,1.0,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,-79.5111,43.7585,April,Tuesday
902163,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2006,2006-04-19,1900,19,LAWRENCE AVE W,PIMLICO RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4823,43.7075,April,Wednesday
902180,Pedestrian,80 to 84,4.0,Other,,,,2006,2006-05-11,1536,15,VAUGHAN RD,LOUISE AVE,3.0,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4215,43.6849,May,Thursday
902826,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2006,2006-05-03,900,9,BATHURST ST,BLOOR ST W,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4113,43.6654,May,Wednesday
902863,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2006,2006-04-25,800,8,BLOOR ST W,SYMINGTON AVE,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,-79.4477,43.6572,April,Tuesday
903074,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2006,2006-04-26,920,9,KINGSTON RD,WARDEN AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2708,43.6877,April,Wednesday
903114,Passenger,15 to 19,4.0,Other,,,,2006,2006-04-27,2044,20,THE QUEENSWAY,NORTH QUEEN ST,1.0,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,-79.5561,43.6142,April,Thursday
903348,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2006,2006-04-28,1310,13,EGLINTON AVE W,OLD FOREST HILL RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.423,43.7015,April,Friday
903432,Driver,35 to 39,4.0,"Automobile, Station Wagon",Yes,,,2006,2006-05-01,1610,16,96 NYMARK AVE,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.3584,43.7817,May,Monday
903449,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2006,2006-05-17,1810,18,STILECROFT DR,SENTINEL RD,4.0,Mid-Block,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,-79.4925,43.7507,May,Wednesday
903786,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2006,2006-05-13,2047,20,ELM ST,MURRAY ST,2.0,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3904,43.6561,May,Saturday
903839,Driver,40 to 44,4.0,"Automobile, Station Wagon",,,,2006,2006-05-01,1900,19,BLACK CREEK DR,TRETHEWEY DR,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.4864,43.6952,May,Monday
903913,Driver,20 to 24,1.0,"Automobile, Station Wagon",Yes,,,2006,2006-05-02,1335,13,OLD FINCH AVE,SEWELLS RD,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.1933,43.8242,May,Tuesday
903914,Passenger,15 to 19,1.0,Other,Yes,,,2006,2006-05-20,150,1,WOODBINE AVE,GERRARD ST E,1.0,Mid-Block,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3112,43.6819,May,Saturday
904105,Passenger,35 to 39,3.0,Other,,,,2006,2006-05-03,1842,18,GREENWOOD AVE,WALPOLE AVE,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.3297,43.6752,May,Wednesday
904107,Driver,40 to 44,4.0,"Automobile, Station Wagon",,,,2006,2006-05-03,1520,15,MARKHAM RD,SHEPPARD AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.2387,43.7938,May,Wednesday
904251,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2006,2006-05-05,1150,11,QUEEN ST W,YORK ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3849,43.6512,May,Friday
